productId,name,set,transactions,units,gmv_sale,tcgplayer,cardkingdom,manapool,ck_pct,mp_pct,band
688656,Restoration Seminar,Secrets of Strixhaven,2050,2297,10629.85,3.33,4.49,3.12,34.83483483483484,-6.306306306306306,$2-5
686613,"Witherbloom, the Balancer",Secrets of Strixhaven,2033,2192,23054.02,4.08,5.49,3.11,34.55882352941177,-23.774509803921575,$2-5
696652,The Serpent Society,Marvel Super Heroes,2031,3348,9407.67,0.7,1.29,0.15,84.28571428571429,-78.57142857142857,$0-1
696298,The Scarlet Witch,Marvel Super Heroes,2030,2758,5105.55,0.6,0.99,0.15,65.0,-75.0,$0-1
696352,Dark Fortress,Marvel Super Heroes,2006,3487,13484.64,2.56,3.99,2.54,55.859375,-0.7812500000000007,$2-5
591153,Exsanguinate,Foundations,2001,2639,1480.48,0.38,0.79,0.15,107.89473684210526,-60.526315789473685,$0-1
671005,Hexing Squelcher,Lorwyn Eclipsed,1999,2249,47272.12,20.98,29.99,18.39,42.94566253574832,-12.345090562440419,$20-50
590828,An Offer You Can't Refuse,Foundations,1998,2327,5325.86,3.01,4.99,2.34,65.78073089700999,-22.259136212624583,$2-5
693025,The Vision,Marvel Super Heroes,1998,2965,3981.74,0.72,1.29,0.26,79.16666666666667,-63.888888888888886,$0-1
686551,Duty Beyond Death,Secrets of Strixhaven: Mystical Archive,1995,2739,1443.2,0.27,0.35,0.15,29.629629629629612,-44.44444444444445,$0-1
668475,World War Hulk,Marvel Super Heroes,1995,3290,8018.85,0.96,2.49,0.76,159.37500000000003,-20.83333333333333,$0-1
686573,Dreamroot Cascade,Secrets of Strixhaven,1986,2644,2926.52,0.85,1.79,0.51,110.58823529411765,-40.0,$0-1
552813,Buried Alive,Modern Horizons 3,1981,2525,3211.57,1.01,2.29,0.51,126.73267326732673,-49.504950495049506,$1-2
696348,Arc Reactor,Marvel Super Heroes,1978,3480,6495.77,1.04,1.99,0.39,91.34615384615384,-62.5,$1-2
696296,"Mjolnir, Hammer of Thor",Marvel Super Heroes,1972,2168,45841.31,22.12,32.99,23.39,49.14104882459313,5.741410488245929,$20-50
696282,"Mister Fantastic, Reed Richards (Borderless)",Marvel Super Heroes,1968,3191,3193.35,0.58,0.59,0.15,1.7241379310344844,-74.13793103448275,$0-1
675586,Mathemagics,Secrets of Strixhaven,1962,2219,10918.68,2.91,3.49,2.85,19.93127147766323,-2.0618556701030943,$2-5
686605,Pensive Professor,Secrets of Strixhaven,1940,2736,2400.44,0.43,0.49,0.15,13.953488372093023,-65.11627906976744,$0-1
696354,Gleaming Bastion,Marvel Super Heroes,1939,3468,11945.56,1.98,4.99,1.55,152.02020202020202,-21.717171717171716,$1-2
688681,Emeritus of Abundance,Secrets of Strixhaven,1929,2195,12643.18,2.51,2.99,1.56,19.123505976095636,-37.848605577689234,$2-5
548592,Urza's Cave,Modern Horizons 3,1925,2726,4022.79,1.12,1.99,0.51,77.6785714285714,-54.46428571428572,$1-2
688689,Echocasting Symposium,Secrets of Strixhaven,1919,2144,10417.67,3.71,4.49,2.54,21.024258760107823,-31.536388140161726,$2-5
697023,Hawkeye's Bow,Marvel Super Heroes,1918,6052,4792.52,0.25,0.35,0.15,39.99999999999999,-40.0,$0-1
696355,Hidden Lair,Marvel Super Heroes,1918,3431,13950.19,2.66,6.49,2.08,143.98496240601503,-21.80451127819549,$2-5
624048,Arcane Signet,Commander: Tarkir: Dragonstorm,1910,3314,1885.79,0.62,0.99,0.46,59.67741935483871,-25.80645161290322,$0-1
688683,Harmonized Trio,Secrets of Strixhaven,1904,2591,2675.13,0.57,0.59,0.15,3.5087719298245648,-73.68421052631578,$0-1
644286,Icetill Explorer,Edge of Eternities,1900,2211,37394.02,14.78,21.99,14.77,48.78213802435724,-0.0676589986468186,$10-20
696349,The Ten Rings,Marvel Super Heroes,1899,2274,35517.26,17.4,24.99,17.71,43.62068965517242,1.781609195402312,$10-20
689150,Sleight of Hand,Secrets of Strixhaven: Mystical Archive,1896,3192,3633.61,0.29,0.35,0.15,20.689655172413794,-48.275862068965516,$0-1
552635,Marionette Apprentice,Modern Horizons 3,1886,2436,3207.64,1.01,1.99,0.47,97.02970297029702,-53.46534653465347,$1-2
552651,Revitalizing Repast,Modern Horizons 3,1882,2508,3437.22,1.06,1.99,0.98,87.73584905660377,-7.547169811320761,$1-2
696356,Training Compound,Marvel Super Heroes,1877,3397,11404.52,1.69,3.99,1.08,136.09467455621305,-36.094674556213015,$1-2
552583,Sundering Eruption,Modern Horizons 3,1875,3207,5532.86,1.04,1.79,1.02,72.11538461538461,-1.9230769230769247,$1-2
675584,"Lorehold, the Historian",Secrets of Strixhaven,1871,2087,9347.42,1.77,1.49,0.96,-15.819209039548024,-45.76271186440678,$1-2
696353,Gathering Place,Marvel Super Heroes,1870,3383,11522.11,1.64,3.49,1.77,112.80487804878052,7.92682926829269,$1-2
688479,Traumatic Critique,Secrets of Strixhaven,1868,2887,5855.4,0.43,0.49,0.15,13.953488372093023,-65.11627906976744,$0-1
686600,Professor Dellian Fel,Secrets of Strixhaven,1865,2303,22433.9,4.38,6.99,3.64,59.589041095890416,-16.89497716894977,$2-5
686597,Prismari Charm,Secrets of Strixhaven,1862,3461,1811.02,0.34,0.35,0.15,2.9411764705882213,-55.88235294117647,$0-1
696863,"Taskmaster, Mercenary Mimic",Marvel Super Heroes,1853,2786,3879.24,0.44,0.69,0.15,56.8181818181818,-65.90909090909092,$0-1
696467,Super-Soldier Serum,Marvel Super Heroes,1851,3353,5183.1,0.8,1.29,0.42,61.24999999999999,-47.5,$0-1
696581,"Ultron, Artificial Malevolence",Marvel Super Heroes,1850,2084,27391.69,12.69,19.99,13.35,57.52561071710007,5.200945626477543,$10-20
686612,Witherbloom Charm,Secrets of Strixhaven,1847,3312,11731.22,0.31,0.35,0.15,12.903225806451607,-51.61290322580645,$0-1
686603,"Quandrix, the Proof",Secrets of Strixhaven,1835,2013,11897.94,2.15,0.99,1.45,-53.95348837209302,-32.558139534883715,$2-5
686604,Exhibition Tidecaller,Secrets of Strixhaven,1834,2863,3873.97,0.66,0.59,0.15,-10.606060606060614,-77.27272727272727,$0-1
688837,Abrade,Secrets of Strixhaven: Mystical Archive,1827,2780,1261.88,0.3,0.39,0.15,30.00000000000001,-50.0,$0-1
553181,Hydroelectric Specimen,Modern Horizons 3,1811,2648,2858.49,0.93,1.49,0.47,60.21505376344085,-49.462365591397855,$0-1
552840,Consign to Memory,Modern Horizons 3,1809,3676,14039.22,4.01,5.99,2.53,49.37655860349128,-36.907730673316706,$2-5
646553,Spectacular Spider-Man (Borderless),Marvel's Spider-Man,1808,2006,12449.0,9.11,8.49,3.26,-6.805708013172331,-64.21514818880351,$5-10
591806,Garruk's Uprising,Foundations,1808,2662,3172.19,0.43,0.99,0.26,130.2325581395349,-39.53488372093023,$0-1
576504,Untimely Malfunction,Duskmourn: House of Horror,1806,2025,13549.56,8.83,11.99,7.84,35.78708946772367,-11.211778029445076,$5-10
689160,"Arnyn, Deathbloom Botanist",Secrets of Strixhaven,1796,2479,5257.41,0.37,0.35,0.15,-5.405405405405411,-59.45945945945946,$0-1
696262,"Invisible Woman, Sue Storm (Borderless)",Marvel Super Heroes,1776,2142,1686.43,0.33,0.35,0.15,6.060606060606049,-54.545454545454554,$0-1
689055,"Blech, Loafing Pest",Secrets of Strixhaven,1773,2468,3255.93,0.42,0.49,0.15,16.666666666666668,-64.28571428571429,$0-1
687669,Bojuka Bog,Commander: Secrets of Strixhaven,1764,3356,3851.43,1.03,2.29,0.92,122.33009708737863,-10.679611650485436,$1-2
499960,Lorien Revealed,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,1763,2952,11349.28,4.73,6.49,3.9,37.20930232558139,-17.547568710359418,$2-5
696242,M.O.D.O.K.,Marvel Super Heroes,1758,2096,11085.77,4.27,7.99,3.8,87.11943793911009,-11.007025761124117,$2-5
688982,Petrified Hamlet,Secrets of Strixhaven,1755,3061,3354.22,0.61,0.49,0.15,-19.672131147540984,-75.40983606557377,$0-1
552830,Fanatic of Rhonas,Modern Horizons 3,1753,2027,18100.09,13.97,16.99,13.49,21.61775232641373,-3.435934144595565,$10-20
552324,Evolution Witness,Modern Horizons 3,1746,2525,1957.99,0.29,0.79,0.15,172.41379310344828,-48.275862068965516,$0-1
686608,"Silverquill, the Disputant",Secrets of Strixhaven,1741,1900,9115.14,1.99,1.29,1.01,-35.175879396984925,-49.246231155778894,$1-2
656687,Blood Crypt,Lorwyn Eclipsed,1740,2041,19317.79,9.43,12.99,9.1,37.751855779427366,-3.4994697773064694,$5-10
689486,Blazing Firesinger,Secrets of Strixhaven,1738,2892,1811.48,0.32,0.35,0.15,9.374999999999991,-53.125,$0-1
688650,Daydream,Secrets of Strixhaven,1737,3099,1696.4,0.4,0.35,0.15,-12.50000000000001,-62.5,$0-1
696671,Cosmic Cube,Marvel Super Heroes,1737,1952,20320.85,12.43,17.99,11.46,44.73049074818986,-7.803700724054698,$10-20
696658,The Wondrous Wasp,Marvel Super Heroes,1733,3447,4396.65,0.69,1.29,0.15,86.95652173913045,-78.26086956521738,$0-1
552740,Victimize,Modern Horizons 3,1730,2550,1849.19,0.5,1.29,0.2,158.0,-60.0,$0-1
262765,Tamiyo's Safekeeping,Kamigawa: Neon Dynasty,1729,2163,10781.38,6.61,8.99,4.91,36.006051437216335,-25.718608169440245,$5-10
656667,Formidable Speaker,Lorwyn Eclipsed,1721,2209,19911.64,8.11,10.99,7.18,35.51171393341555,-11.467324290998764,$5-10
552579,Bridgeworks Battle,Modern Horizons 3,1716,2698,2286.53,0.94,1.99,0.89,111.70212765957447,-5.319148936170206,$0-1
696645,"The Mighty Thor, Jane Foster",Marvel Super Heroes,1710,2825,2725.78,0.44,0.49,0.15,11.36363636363636,-65.90909090909092,$0-1
688899,Culling the Weak,Secrets of Strixhaven: Mystical Archive,1710,1765,18706.38,10.35,9.99,7.37,-3.478260869565212,-28.792270531400966,$10-20
488278,Sol Ring,Commander: The Lord of the Rings: Tales of Middle-earth,1706,2787,5738.3,1.89,2.79,1.53,47.61904761904763,-19.04761904761904,$1-2
696324,King T'Challa,Marvel Super Heroes,1705,2136,25784.7,11.7,18.99,9.46,62.30769230769231,-19.145299145299134,$10-20
633136,The Earth Crystal,FINAL FANTASY,1701,1776,22255.09,12.13,17.99,11.72,48.309975267930724,-3.3800494641385006,$10-20
696632,The Astonishing Ant-Man,Marvel Super Heroes,1701,2605,2353.83,0.31,0.49,0.15,58.06451612903225,-51.61290322580645,$0-1
552631,Warren Soultrader,Modern Horizons 3,1700,1858,25367.76,14.84,20.99,14.18,41.442048517520206,-4.447439353099732,$10-20
498419,Mirkwood Bats (Borderless),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,1698,2063,2781.04,1.65,1.79,0.98,8.484848484848492,-40.60606060606061,$1-2
591210,Swiftfoot Boots,Foundations,1698,2089,5801.09,2.99,3.99,2.17,33.44481605351171,-27.424749163879607,$2-5
696535,Jennifer Walters,Marvel Super Heroes,1696,2036,25879.83,11.87,17.99,11.42,51.558550968828975,-3.7910699241785957,$10-20
559852,Fellwar Stone,Commander: Bloomburrow,1695,2494,2367.7,1.04,1.49,0.78,43.26923076923077,-25.0,$1-2
696313,"The Thing, Ben Grimm (Borderless)",Marvel Super Heroes,1694,2033,1321.95,0.37,0.35,0.15,-5.405405405405411,-59.45945945945946,$0-1
696279,Tony Stark,Marvel Super Heroes,1688,1855,14961.39,6.29,10.99,5.21,74.72178060413354,-17.170111287758345,$5-10
641743,Terrasymbiosis,Edge of Eternities,1686,1794,16117.49,7.36,13.99,7.63,90.08152173913044,3.668478260869559,$5-10
648709,Redirect Lightning,Avatar: The Last Airbender,1682,1839,21253.16,12.22,17.99,10.3,47.21767594108018,-15.71194762684124,$10-20
656711,Steam Vents,Lorwyn Eclipsed,1678,2031,24236.45,13.87,16.99,10.68,22.494592645998555,-22.999279019466474,$10-20
696301,"Human Torch, Johnny Storm (Borderless)",Marvel Super Heroes,1674,2030,1394.09,0.31,0.35,0.15,12.903225806451607,-51.61290322580645,$0-1
688661,Emeritus of Conflict,Secrets of Strixhaven,1670,2104,7374.69,1.4,0.99,0.78,-29.28571428571428,-44.28571428571428,$1-2
689511,Noxious Newt,Secrets of Strixhaven,1669,4166,1575.37,0.32,0.39,0.15,21.875000000000004,-53.125,$0-1
638913,Stomping Ground,Edge of Eternities,1665,1903,14018.03,6.66,9.99,6.51,50.0,-2.2522522522522577,$5-10
673656,The Ooze,Teenage Mutant Ninja Turtles,1664,1992,9849.2,3.31,4.99,3.12,50.755287009063444,-5.740181268882173,$2-5
559478,Patchwork Banner,Bloomburrow,1663,1974,6962.83,3.49,4.49,1.87,28.653295128939828,-46.41833810888252,$2-5
559072,Coruscation Mage,Bloomburrow,1663,2227,3681.39,2.01,2.29,1.04,13.930348258706482,-48.25870646766168,$2-5
688984,Emeritus of Truce,Secrets of Strixhaven,1660,1960,7630.04,1.27,0.99,0.61,-22.047244094488192,-51.96850393700787,$1-2
688691,Mind into Matter,Secrets of Strixhaven,1659,2341,5475.8,0.4,0.49,0.15,22.499999999999993,-62.5,$0-1
552873,Boggart Trawler,Modern Horizons 3,1656,2703,3985.34,0.87,2.29,0.7000000000000001,163.2183908045977,-19.540229885057464,$0-1
668572,Namor the Sub-Mariner,Marvel Super Heroes,1647,2244,14738.72,7.76,12.99,6.7700000000000005,67.39690721649485,-12.757731958762877,$5-10
686584,Molten-Core Maestro,Secrets of Strixhaven,1644,2493,3846.06,0.66,0.49,0.15,-25.75757575757576,-77.27272727272727,$0-1
552623,Collective Resistance,Modern Horizons 3,1642,2489,3768.93,1.29,2.99,1.15,131.78294573643413,-10.852713178294584,$1-2
668460,Bruce Banner,Marvel Super Heroes,1640,1860,17821.85,6.42,9.99,5.72,55.60747663551402,-10.903426791277262,$5-10
697073,Iron Man Armor,Marvel Super Heroes,1640,2076,13206.53,3.97,8.49,3.86,113.85390428211586,-2.770780856423182,$2-5
552821,Glaring Fleshraker,Modern Horizons 3,1636,3226,3928.49,0.8,2.29,0.41,186.24999999999997,-48.75000000000001,$0-1
687343,Goldspan Dragon,Commander: Secrets of Strixhaven,1634,2075,12565.39,6.17,7.49,5.63,21.393841166936795,-8.752025931928689,$5-10
668458,"The Sentry, Golden Guardian",Marvel Super Heroes,1632,2683,2068.48,0.36,0.49,0.15,36.111111111111114,-58.333333333333336,$0-1
638914,Watery Grave,Edge of Eternities,1630,1870,20053.46,9.56,15.99,9.33,67.25941422594141,-2.405857740585778,$5-10
687365,Faerie Mastermind,Commander: Secrets of Strixhaven,1628,1949,20938.11,11.92,15.99,10.6,34.144295302013425,-11.073825503355707,$10-20
656709,Overgrown Tomb,Lorwyn Eclipsed,1624,1919,18407.29,9.33,13.99,7.81,49.94640943193998,-16.29153269024652,$5-10
559719,Arcane Signet,Commander: Bloomburrow,1613,2706,3816.26,0.69,0.99,0.44,43.478260869565226,-36.23188405797101,$0-1
687556,"Ozolith, the Shattered Spire",Commander: Secrets of Strixhaven,1607,1915,9198.38,5.0,7.49,4.82,49.800000000000004,-3.5999999999999943,$5-10
687353,Moonshaker Cavalry,Commander: Secrets of Strixhaven,1600,2036,11184.52,6.19,8.99,6.12,45.23424878836833,-1.130856219709213,$5-10
697048,Heroic Feast,Marvel Super Heroes,1600,3346,3201.13,0.3,0.49,0.15,63.33333333333334,-50.0,$0-1
688665,Ark of Hunger,Secrets of Strixhaven,1600,2078,1088.69,0.36,0.49,0.15,36.111111111111114,-58.333333333333336,$0-1
578080,Enduring Vitality,Duskmourn: House of Horror,1598,1755,16990.36,16.73,17.99,14.5,7.531380753138063,-13.329348475791994,$10-20
591308,Boltwave,Foundations,1598,2451,6593.45,2.52,3.49,1.04,38.4920634920635,-58.730158730158735,$2-5
696574,"Storm, Windrider",Marvel Super Heroes,1596,2395,2195.88,0.45,0.49,0.15,8.888888888888884,-66.66666666666667,$0-1
191568,Ephemerate,Modern Horizons,1591,2175,11026.24,5.41,6.49,5.12,19.963031423290204,-5.360443622920518,$5-10
243382,Unexpected Windfall,Adventures in the Forgotten Realms,1591,1793,5305.2,3.46,4.99,2.85,44.21965317919076,-17.630057803468205,$2-5
552866,Ripples of Undeath,Modern Horizons 3,1588,1704,9831.32,5.91,9.99,5.41,69.03553299492386,-8.460236886632826,$5-10
696330,"Wolverine, Fierce Fighter",Marvel Super Heroes,1583,2215,3611.16,0.41,0.49,0.15,19.512195121951226,-63.41463414634146,$0-1
656713,Temple Garden,Lorwyn Eclipsed,1582,1872,14108.55,7.85,10.99,7.3,40.00000000000001,-7.006369426751591,$5-10
668456,"Captain America, Super-Soldier",Marvel Super Heroes,1575,1915,7295.02,3.83,6.99,2.65,82.50652741514361,-30.809399477806792,$2-5
697059,"Shang-Chi, Master of Kung Fu",Marvel Super Heroes,1569,1937,21389.37,9.99,17.99,10.3,80.08008008008007,3.103103103103108,$5-10
656703,Hallowed Fountain,Lorwyn Eclipsed,1567,1893,15730.04,7.03,9.99,5.21,42.10526315789473,-25.889046941678522,$5-10
633737,Restoration Magic,FINAL FANTASY,1566,2038,4842.3,2.21,2.79,1.12,26.244343891402718,-49.32126696832579,$2-5
525618,"Kutzil, Malamet Exemplar",The Lost Caverns of Ixalan,1565,1842,6545.1,4.49,3.99,2.5,-11.135857461024498,-44.32071269487751,$2-5
638912,Sacred Foundry,Edge of Eternities,1563,1835,21465.02,10.13,14.99,9.37,47.976307996051325,-7.502467917078001,$10-20
689149,Brain Freeze,Secrets of Strixhaven: Mystical Archive,1552,1689,6412.15,3.15,4.99,2.8000000000000003,58.412698412698425,-11.1111111111111,$2-5
696674,Castle Doom,Marvel Super Heroes,1545,3071,4049.45,0.55,0.49,0.15,-10.909090909090919,-72.72727272727273,$0-1
651332,Norman Osborn,Marvel's Spider-Man,1543,1709,15357.81,17.64,18.99,17.6,7.653061224489783,-0.22675736961450763,$10-20
556324,Brotherhood Regalia,Universes Beyond: Assassin's Creed,1543,1705,13653.84,8.93,15.99,7.28,79.05935050391938,-18.477043673012314,$5-10
553328,Malevolent Rumble,Modern Horizons 3,1540,4635,3156.49,0.34,0.99,0.15,191.17647058823525,-55.88235294117647,$0-1
686540,Hardened Academic,Secrets of Strixhaven,1538,2568,1832.59,0.42,0.49,0.15,16.666666666666668,-64.28571428571429,$0-1
638910,Breeding Pool,Edge of Eternities,1535,1755,18685.54,9.52,15.99,9.25,67.9621848739496,-2.8361344537815083,$5-10
688861,Helping Hand,Secrets of Strixhaven: Mystical Archive,1529,2262,785.5,0.24,0.35,0.15,45.83333333333333,-37.5,$0-1
623982,Command Tower,Commander: Tarkir: Dragonstorm,1528,2424,943.24,0.34,0.99,0.25,191.17647058823525,-26.470588235294123,$0-1
