productId,name,set,key
561091,Fabled Passage,Prerelease Cards,fabled passage
580703,Floodfarm Verge,Prerelease Cards,floodfarm verge
526766,Get Lost,Prerelease Cards,get lost
580700,Ghost Vacuum,Prerelease Cards,ghost vacuum
580704,Gloomlake Verge,Prerelease Cards,gloomlake verge
645450,Godless Shrine,Prerelease Cards,godless shrine
514428,Gumdrop Poisoner,Prerelease Cards,gumdrop poisoner
645381,"Haliya, Guided by Light",Prerelease Cards,haliya guided by light
546091,High Noon,Prerelease Cards,high noon
561052,Hired Claw,Prerelease Cards,hired claw
580705,Hushwood Verge,Prerelease Cards,hushwood verge
645421,Icetill Explorer,Prerelease Cards,icetill explorer
536508,Ill-Timed Explosion,Prerelease Cards,illtimed explosion
625835,Inevitable Defeat,Prerelease Cards,inevitable defeat
625791,Jeskai Revelation,Prerelease Cards,jeskai revelation
580679,"Kaito, Bane of Nightmares",Prerelease Cards,kaito bane of nightmares
645451,"Kavaron, Memorial World",Prerelease Cards,kavaron memorial world
561063,Keen-Eyed Curator,Prerelease Cards,keeneyed curator
625855,Kishla Village,Prerelease Cards,kishla village
635850,"Lindblum, Industrial Regency",Prerelease Cards,lindblum industrial regency
536523,Lost in the Maze,Prerelease Cards,lost in the maze
616781,Lumbering Worldwagon,Prerelease Cards,lumbering worldwagon
625806,Marang River Regent,Prerelease Cards,marang river regent
536526,Meticulous Archive,Prerelease Cards,meticulous archive
645423,Mightform Harmonizer,Prerelease Cards,mightform harmonizer
625857,Mistrise Village,Prerelease Cards,mistrise village
663094,"Momo, Friendly Flier",Prerelease Cards,momo friendly flier
593216,Mossborn Hydra,Prerelease Cards,mossborn hydra
653506,Multiversal Passage,Prerelease Cards,multiversal passage
645409,Nova Hellkite,Prerelease Cards,nova hellkite
616801,Oildeep Gearhulk,Prerelease Cards,oildeep gearhulk
169978,Omniscience,Prerelease Cards,omniscience
645424,Ouroboroid,Prerelease Cards,ouroboroid
536533,Outrageous Robbery,Prerelease Cards,outrageous robbery
580662,Overlord of the Balemurk,Prerelease Cards,overlord of the balemurk
561066,Pawpatch Recruit,Prerelease Cards,pawpatch recruit
526703,Preacher of the Schism,Prerelease Cards,preacher of the schism
645392,Quantum Riddler,Prerelease Cards,quantum riddler
625811,Qarsi Revenant,Prerelease Cards,qarsi revenant
561087,"Ral, Crackling Wit",Prerelease Cards,ral crackling wit
663110,Raven Eagle,Prerelease Cards,raven eagle
514416,Restless Cottage,Prerelease Cards,restless cottage
526800,Restless Reef,Prerelease Cards,restless reef
514377,Restless Vinestalk,Prerelease Cards,restless vinestalk
616817,Riverpyre Verge,Prerelease Cards,riverpyre verge
526793,Roaming Throne,Prerelease Cards,roaming throne
645452,Sacred Foundry,Prerelease Cards,sacred foundry
625801,Sage of the Skies,Prerelease Cards,sage of the skies
653479,"Sandman, Shifting Scoundrel",Prerelease Cards,sandman shifting scoundrel
561030,Season of Weaving,Prerelease Cards,season of weaving
255198,Shattered Sanctum,Prerelease Cards,shattered sanctum
593210,Slagstorm,Prerelease Cards,slagstorm
546112,Slickshot Show-Off,Prerelease Cards,slickshot showoff
593235,Soulstone Sanctuary,Prerelease Cards,soulstone sanctuary
653456,Spider-Sense,Prerelease Cards,spidersense
580657,Split Up,Prerelease Cards,split up
635852,Starting Town,Prerelease Cards,starting town
546113,Stingerback Terror,Prerelease Cards,stingerback terror
645454,Stomping Ground,Prerelease Cards,stomping ground
561031,Stormchaser's Talent,Prerelease Cards,stormchasers talent
255199,Stormcarved Coast,Prerelease Cards,stormcarved coast
526747,Subterranean Schooner,Prerelease Cards,subterranean schooner
255200,Sundown Pass,Prerelease Cards,sundown pass
561057,Sunspine Lynx,Prerelease Cards,sunspine lynx
653498,Superior Spider-Man,Prerelease Cards,superior spiderman
625824,"Surrak, Elusive Hunter",Prerelease Cards,surrak elusive hunter
514404,The Huntsman's Redemption,Prerelease Cards,the huntsmans redemption
663080,The Legend of Roku,Prerelease Cards,the legend of roku
663101,The Unagi of Kyoshi Island,Prerelease Cards,the unagi of kyoshi island
177506,Thousand-Year Storm,Prerelease Cards,thousandyear storm
546099,Three Steps Ahead,Prerelease Cards,three steps ahead
526732,Tishana's Tidebinder,Prerelease Cards,tishanas tidebinder
536558,Underground Mortuary,Prerelease Cards,underground mortuary
536557,Undercity Sewers,Prerelease Cards,undercity sewers
645456,"Uthros, Titanic Godcore",Prerelease Cards,uthros titanic godcore
514401,Virtue of Persistence,Prerelease Cards,virtue of persistence
625803,Voice of Victory,Prerelease Cards,voice of victory
663075,"Wan Shi Tong, Librarian",Prerelease Cards,wan shi tong librarian
616819,Wastewood Verge,Prerelease Cards,wastewood verge
645457,Watery Grave,Prerelease Cards,watery grave
514384,Werefox Bodyguard,Prerelease Cards,werefox bodyguard
616820,Willowrush Verge,Prerelease Cards,willowrush verge
625809,Winternight Stories,Prerelease Cards,winternight stories
663117,"Zhao, the Moon Slayer",Prerelease Cards,zhao the moon slayer
547713,Disdainful Stroke,Standard Showdown Promos,disdainful stroke
696493,"Quicksilver, Brash Blur",Standard Showdown Promos,quicksilver brash blur
547715,Snakeskin Veil,Standard Showdown Promos,snakeskin veil
697506,Fabled Passage,Commander: Marvel Super Heroes,fabled passage
697453,Secluded Courtyard,Commander: Marvel Super Heroes,secluded courtyard
697347,Shock,Commander: Marvel Super Heroes,shock
696560,Avengers Disassembled,Marvel Super Heroes,avengers disassembled
696561,Death to Our Enemies,Marvel Super Heroes,death to our enemies
696353,Gathering Place,Marvel Super Heroes,gathering place
696564,"Hawkeye, Master Marksman",Marvel Super Heroes,hawkeye master marksman
696355,Hidden Lair,Marvel Super Heroes,hidden lair
696535,Jennifer Walters,Marvel Super Heroes,jennifer walters
696242,M.O.D.O.K.,Marvel Super Heroes,modok
668459,"Quicksilver, Brash Blur",Marvel Super Heroes,quicksilver brash blur
696299,"Thor, God of Thunder",Marvel Super Heroes,thor god of thunder
696311,"Tigra, Feline Fury",Marvel Super Heroes,tigra feline fury
696992,We Say Thee Nay!,Marvel Super Heroes,we say thee nay
689899,Colorstorm Stallion,Promo Pack: Secrets of Strixhaven,colorstorm stallion
689914,Deathcap Glade,Promo Pack: Secrets of Strixhaven,deathcap glade
689915,Dreamroot Cascade,Promo Pack: Secrets of Strixhaven,dreamroot cascade
689843,Echocasting Symposium,Promo Pack: Secrets of Strixhaven,echocasting symposium
689844,Emeritus of Ideation,Promo Pack: Secrets of Strixhaven,emeritus of ideation
689862,Erode,Promo Pack: Secrets of Strixhaven,erode
689882,Flashback,Promo Pack: Secrets of Strixhaven,flashback
689916,Great Hall of the Biblioplex,Promo Pack: Secrets of Strixhaven,great hall of the biblioplex
689904,Hardened Academic,Promo Pack: Secrets of Strixhaven,hardened academic
689851,Improvisation Capstone,Promo Pack: Secrets of Strixhaven,improvisation capstone
689876,"Moseo, Vein's New Dean",Promo Pack: Secrets of Strixhaven,moseo veins new dean
689917,Petrified Hamlet,Promo Pack: Secrets of Strixhaven,petrified hamlet
689865,Practiced Offense,Promo Pack: Secrets of Strixhaven,practiced offense
689805,Prismari Charm,Promo Pack: Secrets of Strixhaven,prismari charm
689856,Professor Dellian Fel,Promo Pack: Secrets of Strixhaven,professor dellian fel
689908,Resonating Lute,Promo Pack: Secrets of Strixhaven,resonating lute
689918,Shattered Sanctum,Promo Pack: Secrets of Strixhaven,shattered sanctum
689873,Skycoach Conductor,Promo Pack: Secrets of Strixhaven,skycoach conductor
693243,Soulstone Sanctuary,Promo Pack: Secrets of Strixhaven,soulstone sanctuary
689919,Stormcarved Coast,Promo Pack: Secrets of Strixhaven,stormcarved coast
689860,Together as One,Promo Pack: Secrets of Strixhaven,together as one
689911,Traumatic Critique,Promo Pack: Secrets of Strixhaven,traumatic critique
689920,Sundown Pass,Promo Pack: Secrets of Strixhaven,sundown pass
689849,Withering Curse,Promo Pack: Secrets of Strixhaven,withering curse
689807,Witherbloom Charm,Promo Pack: Secrets of Strixhaven,witherbloom charm
686531,Colorstorm Stallion,Secrets of Strixhaven,colorstorm stallion
688650,Daydream,Secrets of Strixhaven,daydream
686571,Deathcap Glade,Secrets of Strixhaven,deathcap glade
686573,Dreamroot Cascade,Secrets of Strixhaven,dreamroot cascade
688689,Echocasting Symposium,Secrets of Strixhaven,echocasting symposium
689458,Essence Scatter,Secrets of Strixhaven,essence scatter
686601,Emeritus of Ideation,Secrets of Strixhaven,emeritus of ideation
688651,Erode,Secrets of Strixhaven,erode
688521,Flashback,Secrets of Strixhaven,flashback
688679,Flow State,Secrets of Strixhaven,flow state
688085,Great Hall of the Biblioplex,Secrets of Strixhaven,great hall of the biblioplex
686540,Hardened Academic,Secrets of Strixhaven,hardened academic
688973,Impractical Joke,Secrets of Strixhaven,impractical joke
686575,Improvisation Capstone,Secrets of Strixhaven,improvisation capstone
689476,"Moseo, Vein's New Dean",Secrets of Strixhaven,moseo veins new dean
688982,Petrified Hamlet,Secrets of Strixhaven,petrified hamlet
688654,Practiced Offense,Secrets of Strixhaven,practiced offense
686597,Prismari Charm,Secrets of Strixhaven,prismari charm
686600,Professor Dellian Fel,Secrets of Strixhaven,professor dellian fel
686606,"Sanar, Unfinished Genius",Secrets of Strixhaven,sanar unfinished genius
688477,Resonating Lute,Secrets of Strixhaven,resonating lute
689480,Send in the Pest,Secrets of Strixhaven,send in the pest
688971,Skycoach Conductor,Secrets of Strixhaven,skycoach conductor
686574,Shattered Sanctum,Secrets of Strixhaven,shattered sanctum
686583,Sundown Pass,Secrets of Strixhaven,sundown pass
686581,Stormcarved Coast,Secrets of Strixhaven,stormcarved coast
689495,Tablet of Discovery,Secrets of Strixhaven,tablet of discovery
686517,Together as One,Secrets of Strixhaven,together as one
688479,Traumatic Critique,Secrets of Strixhaven,traumatic critique
689531,Vibrant Outburst,Secrets of Strixhaven,vibrant outburst
686612,Witherbloom Charm,Secrets of Strixhaven,witherbloom charm
686541,Withering Curse,Secrets of Strixhaven,withering curse
688837,Abrade,Secrets of Strixhaven: Mystical Archive,abrade
688855,Bitter Triumph,Secrets of Strixhaven: Mystical Archive,bitter triumph
688866,Burst Lightning,Secrets of Strixhaven: Mystical Archive,burst lightning
686636,Disdainful Stroke,Secrets of Strixhaven: Mystical Archive,disdainful stroke
688893,Pick Your Poison,Secrets of Strixhaven: Mystical Archive,pick your poison
688926,Requisition Raid,Secrets of Strixhaven: Mystical Archive,requisition raid
688928,Return the Favor,Secrets of Strixhaven: Mystical Archive,return the favor
689150,Sleight of Hand,Secrets of Strixhaven: Mystical Archive,sleight of hand
688961,Spell Pierce,Secrets of Strixhaven: Mystical Archive,spell pierce
687490,Abrade,Commander: Secrets of Strixhaven,abrade
675591,Stock Up,Secrets of Strixhaven: Mystical Archive,stock up
687391,Bloodghast,Commander: Secrets of Strixhaven,bloodghast
687665,Fabled Passage,Commander: Secrets of Strixhaven,fabled passage
687523,Sheltered by Ghosts,Commander: Secrets of Strixhaven,sheltered by ghosts
679625,Fabled Passage,Commander: Teenage Mutant Ninja Turtles,fabled passage
673622,Cool but Rude,Teenage Mutant Ninja Turtles,cool but rude
680261,Dream Beavers,Teenage Mutant Ninja Turtles,dream beavers
679609,Escape Tunnel,Teenage Mutant Ninja Turtles,escape tunnel
673562,"Leatherhead, Swamp Stalker",Teenage Mutant Ninja Turtles,leatherhead swamp stalker
673550,"Leonardo, Cutting Edge",Teenage Mutant Ninja Turtles,leonardo cutting edge
679073,Negate,Teenage Mutant Ninja Turtles,negate
673664,North Wind Avatar,Teenage Mutant Ninja Turtles,north wind avatar
680272,"Oroku Saki, Shredder Rising",Teenage Mutant Ninja Turtles,oroku saki shredder rising
656679,Ashling's Command,Lorwyn Eclipsed,ashlings command
656663,"Ashling, Rekindled",Lorwyn Eclipsed,ashling rekindled
656687,Blood Crypt,Lorwyn Eclipsed,blood crypt
656681,Deceit,Lorwyn Eclipsed,deceit
671582,Eclipsed Realms,Lorwyn Eclipsed,eclipsed realms
671176,Flamebraider,Lorwyn Eclipsed,flamebraider
656667,Formidable Speaker,Lorwyn Eclipsed,formidable speaker
671753,Glen Elendra Guardian,Lorwyn Eclipsed,glen elendra guardian
656703,Hallowed Fountain,Lorwyn Eclipsed,hallowed fountain
670979,Iron-Shield Elf,Lorwyn Eclipsed,ironshield elf
671005,Hexing Squelcher,Lorwyn Eclipsed,hexing squelcher
671780,Moonshadow,Lorwyn Eclipsed,moonshadow
671043,"Oko, Lorwyn Liege",Lorwyn Eclipsed,oko lorwyn liege
656709,Overgrown Tomb,Lorwyn Eclipsed,overgrown tomb
671470,Omni-Changeling,Lorwyn Eclipsed,omnichangeling
671463,Pyrrhic Strike,Lorwyn Eclipsed,pyrrhic strike
671489,Requiting Hex,Lorwyn Eclipsed,requiting hex
671577,Sapling Nursery,Lorwyn Eclipsed,sapling nursery
671007,Sear,Lorwyn Eclipsed,sear
671055,Spell Snare,Lorwyn Eclipsed,spell snare
671537,Springleaf Drum,Lorwyn Eclipsed,springleaf drum
671473,Sunderflock,Lorwyn Eclipsed,sunderflock
656711,Steam Vents,Lorwyn Eclipsed,steam vents
656713,Temple Garden,Lorwyn Eclipsed,temple garden
671053,Virulent Emissary,Lorwyn Eclipsed,virulent emissary
670971,Vibrance,Lorwyn Eclipsed,vibrance
671525,Wistfulness,Lorwyn Eclipsed,wistfulness
671211,Opulent Palace,Commander: Lorwyn Eclipsed,opulent palace
671189,Secluded Courtyard,Commander: Lorwyn Eclipsed,secluded courtyard
672238,Ashling's Command,Promo Pack: Lorwyn Eclipsed,ashlings command
672222,"Ashling, Rekindled",Promo Pack: Lorwyn Eclipsed,ashling rekindled
672258,Blood Crypt,Promo Pack: Lorwyn Eclipsed,blood crypt
672281,Deceit,Promo Pack: Lorwyn Eclipsed,deceit
672208,Glen Elendra Guardian,Promo Pack: Lorwyn Eclipsed,glen elendra guardian
672231,Formidable Speaker,Promo Pack: Lorwyn Eclipsed,formidable speaker
672259,Hallowed Fountain,Promo Pack: Lorwyn Eclipsed,hallowed fountain
672227,Hexing Squelcher,Promo Pack: Lorwyn Eclipsed,hexing squelcher
671026,Iron-Shield Elf,Promo Pack: Lorwyn Eclipsed,ironshield elf
672272,Moonshadow,Promo Pack: Lorwyn Eclipsed,moonshadow
686673,Mossborn Hydra,Promo Pack: Lorwyn Eclipsed,mossborn hydra
672260,Overgrown Tomb,Promo Pack: Lorwyn Eclipsed,overgrown tomb
672270,"Oko, Lorwyn Liege",Promo Pack: Lorwyn Eclipsed,oko lorwyn liege
672233,Sapling Nursery,Promo Pack: Lorwyn Eclipsed,sapling nursery
671079,Sear,Promo Pack: Lorwyn Eclipsed,sear
672261,Steam Vents,Promo Pack: Lorwyn Eclipsed,steam vents
672211,Sunderflock,Promo Pack: Lorwyn Eclipsed,sunderflock
672262,Temple Garden,Promo Pack: Lorwyn Eclipsed,temple garden
677584,Torpor Orb,Promo Pack: Lorwyn Eclipsed,torpor orb
672283,Vibrance,Promo Pack: Lorwyn Eclipsed,vibrance
677585,Vaultborn Tyrant,Promo Pack: Lorwyn Eclipsed,vaultborn tyrant
671089,Virulent Emissary,Promo Pack: Lorwyn Eclipsed,virulent emissary
672284,Wistfulness,Promo Pack: Lorwyn Eclipsed,wistfulness
661919,"Aang, Swift Savior",Avatar: The Last Airbender,aang swift savior
649367,Abandon Attachments,Avatar: The Last Airbender,abandon attachments
662604,Accumulate Wisdom,Avatar: The Last Airbender,accumulate wisdom
660496,Airbender Ascension,Avatar: The Last Airbender,airbender ascension
662801,Abandoned Air Temple,Avatar: The Last Airbender,abandoned air temple
662403,Agna Qel'a,Avatar: The Last Airbender,agna qela
661938,Avatar's Wrath,Avatar: The Last Airbender,avatars wrath
662547,Ba Sing Se,Avatar: The Last Airbender,ba sing se
660570,Badgermole Cub,Avatar: The Last Airbender,badgermole cub
662084,Boomerang Basics,Avatar: The Last Airbender,boomerang basics
662106,Combustion Technique,Avatar: The Last Airbender,combustion technique
660525,Day of Black Sun,Avatar: The Last Airbender,day of black sun
660591,Dragonfly Swarm,Avatar: The Last Airbender,dragonfly swarm
662109,Earthbender Ascension,Avatar: The Last Airbender,earthbender ascension
662768,Firebending Lesson,Avatar: The Last Airbender,firebending lesson
660503,Gran-Gran,Avatar: The Last Airbender,grangran
649408,Heartless Act,Avatar: The Last Airbender,heartless act
662079,Iroh's Demonstration,Avatar: The Last Airbender,irohs demonstration
649372,It'll Quench Ya!,Avatar: The Last Airbender,itll quench ya
648654,"Momo, Friendly Flier",Avatar: The Last Airbender,momo friendly flier
661802,Octopus Form,Avatar: The Last Airbender,octopus form
661801,Origin of Metalbending,Avatar: The Last Airbender,origin of metalbending
661887,Price of Freedom,Avatar: The Last Airbender,price of freedom
662081,Raven Eagle,Avatar: The Last Airbender,raven eagle
660549,The Legend of Roku,Avatar: The Last Airbender,the legend of roku
661945,The Unagi of Kyoshi Island,Avatar: The Last Airbender,the unagi of kyoshi island
660516,"Wan Shi Tong, Librarian",Avatar: The Last Airbender,wan shi tong librarian
660742,White Lotus Hideout,Avatar: The Last Airbender,white lotus hideout
662573,"Zhao, the Moon Slayer",Avatar: The Last Airbender,zhao the moon slayer
651336,"Carnage, Crimson Chaos",Marvel's Spider-Man,carnage crimson chaos
646661,Multiversal Passage,Marvel's Spider-Man,multiversal passage
651333,"Sandman, Shifting Scoundrel",Marvel's Spider-Man,sandman shifting scoundrel
652302,Secret Identity,Marvel's Spider-Man,secret identity
646148,Shock,Marvel's Spider-Man,shock
651910,Spider-Sense,Marvel's Spider-Man,spidersense
651942,Superior Spider-Man,Marvel's Spider-Man,superior spiderman
642435,Annul,Edge of Eternities,annul
638910,Breeding Pool,Edge of Eternities,breeding pool
642437,Consult the Star Charts,Edge of Eternities,consult the star charts
642114,Cosmogrand Zenith,Edge of Eternities,cosmogrand zenith
644579,Divert Disaster,Edge of Eternities,divert disaster
643506,"Dyadrine, Synthesis Amalgam",Edge of Eternities,dyadrine synthesis amalgam
643890,Full Bore,Edge of Eternities,full bore
644609,Gene Pollinator,Edge of Eternities,gene pollinator
638911,Godless Shrine,Edge of Eternities,godless shrine
641728,"Haliya, Guided by Light",Edge of Eternities,haliya guided by light
644286,Icetill Explorer,Edge of Eternities,icetill explorer
641943,"Kavaron, Memorial World",Edge of Eternities,kavaron memorial world
644628,Meltstrider's Resolve,Edge of Eternities,meltstriders resolve
643504,Mightform Harmonizer,Edge of Eternities,mightform harmonizer
641732,Nova Hellkite,Edge of Eternities,nova hellkite
641733,Ouroboroid,Edge of Eternities,ouroboroid
641734,Quantum Riddler,Edge of Eternities,quantum riddler
644618,Seam Rip,Edge of Eternities,seam rip
638912,Sacred Foundry,Edge of Eternities,sacred foundry
641739,Starfield Shepherd,Edge of Eternities,starfield shepherd
638913,Stomping Ground,Edge of Eternities,stomping ground
641748,"Uthros, Titanic Godcore",Edge of Eternities,uthros titanic godcore
638914,Watery Grave,Edge of Eternities,watery grave
642061,Escape Tunnel,Commander: Edge of Eternities,escape tunnel
642033,Fabled Passage,Commander: Edge of Eternities,fabled passage
642839,Soul-Guide Lantern,Commander: Edge of Eternities,soulguide lantern
642436,Annul,Promo Pack: Edge of Eternities,annul
648590,Bloodthirsty Conqueror,Promo Pack: Edge of Eternities,bloodthirsty conqueror
645531,Breeding Pool,Promo Pack: Edge of Eternities,breeding pool
645463,Cosmogrand Zenith,Promo Pack: Edge of Eternities,cosmogrand zenith
645472,Consult the Star Charts,Promo Pack: Edge of Eternities,consult the star charts
645512,"Dyadrine, Synthesis Amalgam",Promo Pack: Edge of Eternities,dyadrine synthesis amalgam
645534,Godless Shrine,Promo Pack: Edge of Eternities,godless shrine
645465,"Haliya, Guided by Light",Promo Pack: Edge of Eternities,haliya guided by light
645504,Icetill Explorer,Promo Pack: Edge of Eternities,icetill explorer
645535,"Kavaron, Memorial World",Promo Pack: Edge of Eternities,kavaron memorial world
645493,Nova Hellkite,Promo Pack: Edge of Eternities,nova hellkite
645506,Mightform Harmonizer,Promo Pack: Edge of Eternities,mightform harmonizer
645507,Ouroboroid,Promo Pack: Edge of Eternities,ouroboroid
645476,Quantum Riddler,Promo Pack: Edge of Eternities,quantum riddler
645536,Sacred Foundry,Promo Pack: Edge of Eternities,sacred foundry
642105,Starfield Shepherd,Promo Pack: Edge of Eternities,starfield shepherd
645538,Stomping Ground,Promo Pack: Edge of Eternities,stomping ground
645541,Watery Grave,Promo Pack: Edge of Eternities,watery grave
645540,"Uthros, Titanic Godcore",Promo Pack: Edge of Eternities,uthros titanic godcore
631316,Demolition Field,Commander: FINAL FANTASY,demolition field
630930,"Ardyn, the Usurper",FINAL FANTASY,ardyn the usurper
618854,"Cecil, Dark Knight",FINAL FANTASY,cecil dark knight
635072,Esper Origins,FINAL FANTASY,esper origins
630969,Fire Magic,FINAL FANTASY,fire magic
632741,"Lindblum, Industrial Regency",FINAL FANTASY,lindblum industrial regency
633737,Restoration Magic,FINAL FANTASY,restoration magic
618859,Sazh's Chocobo,FINAL FANTASY,sazhs chocobo
