productId,name,set,transactions,units,gmv_sale
696581,"Ultron, Artificial Malevolence",Marvel Super Heroes,1850,2084,27391.69
686612,Witherbloom Charm,Secrets of Strixhaven,1847,3312,11731.22
686603,"Quandrix, the Proof",Secrets of Strixhaven,1835,2013,11897.94
686604,Exhibition Tidecaller,Secrets of Strixhaven,1834,2863,3873.97
688837,Abrade,Secrets of Strixhaven: Mystical Archive,1827,2780,1261.88
553181,Hydroelectric Specimen,Modern Horizons 3,1811,2648,2858.49
552840,Consign to Memory,Modern Horizons 3,1809,3676,14039.22
646553,Spectacular Spider-Man (Borderless),Marvel's Spider-Man,1808,2006,12449.0
591806,Garruk's Uprising,Foundations,1808,2662,3172.19
576504,Untimely Malfunction,Duskmourn: House of Horror,1806,2025,13549.56
689160,"Arnyn, Deathbloom Botanist",Secrets of Strixhaven,1796,2479,5257.41
696262,"Invisible Woman, Sue Storm (Borderless)",Marvel Super Heroes,1776,2142,1686.43
689055,"Blech, Loafing Pest",Secrets of Strixhaven,1773,2468,3255.93
687669,Bojuka Bog,Commander: Secrets of Strixhaven,1764,3356,3851.43
499960,Lorien Revealed,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,1763,2952,11349.28
696242,M.O.D.O.K.,Marvel Super Heroes,1758,2096,11085.77
688982,Petrified Hamlet,Secrets of Strixhaven,1755,3061,3354.22
552830,Fanatic of Rhonas,Modern Horizons 3,1753,2027,18100.09
552324,Evolution Witness,Modern Horizons 3,1746,2525,1957.99
686608,"Silverquill, the Disputant",Secrets of Strixhaven,1741,1900,9115.14
656687,Blood Crypt,Lorwyn Eclipsed,1740,2041,19317.79
689486,Blazing Firesinger,Secrets of Strixhaven,1738,2892,1811.48
688650,Daydream,Secrets of Strixhaven,1737,3099,1696.4
696671,Cosmic Cube,Marvel Super Heroes,1737,1952,20320.85
696658,The Wondrous Wasp,Marvel Super Heroes,1733,3447,4396.65
552740,Victimize,Modern Horizons 3,1730,2550,1849.19
262765,Tamiyo's Safekeeping,Kamigawa: Neon Dynasty,1729,2163,10781.38
656667,Formidable Speaker,Lorwyn Eclipsed,1721,2209,19911.64
552579,Bridgeworks Battle,Modern Horizons 3,1716,2698,2286.53
696645,"The Mighty Thor, Jane Foster",Marvel Super Heroes,1710,2825,2725.78
688899,Culling the Weak,Secrets of Strixhaven: Mystical Archive,1710,1765,18706.38
488278,Sol Ring,Commander: The Lord of the Rings: Tales of Middle-earth,1706,2787,5738.3
696324,King T'Challa,Marvel Super Heroes,1705,2136,25784.7
633136,The Earth Crystal,FINAL FANTASY,1701,1776,22255.09
696632,The Astonishing Ant-Man,Marvel Super Heroes,1701,2605,2353.83
552631,Warren Soultrader,Modern Horizons 3,1700,1858,25367.76
498419,Mirkwood Bats (Borderless),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,1698,2063,2781.04
591210,Swiftfoot Boots,Foundations,1698,2089,5801.09
696535,Jennifer Walters,Marvel Super Heroes,1696,2036,25879.83
559852,Fellwar Stone,Commander: Bloomburrow,1695,2494,2367.7
696313,"The Thing, Ben Grimm (Borderless)",Marvel Super Heroes,1694,2033,1321.95
696279,Tony Stark,Marvel Super Heroes,1688,1855,14961.39
641743,Terrasymbiosis,Edge of Eternities,1686,1794,16117.49
648709,Redirect Lightning,Avatar: The Last Airbender,1682,1839,21253.16
656711,Steam Vents,Lorwyn Eclipsed,1678,2031,24236.45
696301,"Human Torch, Johnny Storm (Borderless)",Marvel Super Heroes,1674,2030,1394.09
688661,Emeritus of Conflict,Secrets of Strixhaven,1670,2104,7374.69
689511,Noxious Newt,Secrets of Strixhaven,1669,4166,1575.37
638913,Stomping Ground,Edge of Eternities,1665,1903,14018.03
673656,The Ooze,Teenage Mutant Ninja Turtles,1664,1992,9849.2
559478,Patchwork Banner,Bloomburrow,1663,1974,6962.83
559072,Coruscation Mage,Bloomburrow,1663,2227,3681.39
688984,Emeritus of Truce,Secrets of Strixhaven,1660,1960,7630.04
688691,Mind into Matter,Secrets of Strixhaven,1659,2341,5475.8
552873,Boggart Trawler,Modern Horizons 3,1656,2703,3985.34
668572,Namor the Sub-Mariner,Marvel Super Heroes,1647,2244,14738.72
686584,Molten-Core Maestro,Secrets of Strixhaven,1644,2493,3846.06
552623,Collective Resistance,Modern Horizons 3,1642,2489,3768.93
668460,Bruce Banner,Marvel Super Heroes,1640,1860,17821.85
697073,Iron Man Armor,Marvel Super Heroes,1640,2076,13206.53
552821,Glaring Fleshraker,Modern Horizons 3,1636,3226,3928.49
687343,Goldspan Dragon,Commander: Secrets of Strixhaven,1634,2075,12565.39
668458,"The Sentry, Golden Guardian",Marvel Super Heroes,1632,2683,2068.48
638914,Watery Grave,Edge of Eternities,1630,1870,20053.46
687365,Faerie Mastermind,Commander: Secrets of Strixhaven,1628,1949,20938.11
656709,Overgrown Tomb,Lorwyn Eclipsed,1624,1919,18407.29
559719,Arcane Signet,Commander: Bloomburrow,1613,2706,3816.26
687556,"Ozolith, the Shattered Spire",Commander: Secrets of Strixhaven,1607,1915,9198.38
687353,Moonshaker Cavalry,Commander: Secrets of Strixhaven,1600,2036,11184.52
697048,Heroic Feast,Marvel Super Heroes,1600,3346,3201.13
688665,Ark of Hunger,Secrets of Strixhaven,1600,2078,1088.69
578080,Enduring Vitality,Duskmourn: House of Horror,1598,1755,16990.36
591308,Boltwave,Foundations,1598,2451,6593.45
696574,"Storm, Windrider",Marvel Super Heroes,1596,2395,2195.88
191568,Ephemerate,Modern Horizons,1591,2175,11026.24
243382,Unexpected Windfall,Adventures in the Forgotten Realms,1591,1793,5305.2
552866,Ripples of Undeath,Modern Horizons 3,1588,1704,9831.32
696330,"Wolverine, Fierce Fighter",Marvel Super Heroes,1583,2215,3611.16
656713,Temple Garden,Lorwyn Eclipsed,1582,1872,14108.55
668456,"Captain America, Super-Soldier",Marvel Super Heroes,1575,1915,7295.02
697059,"Shang-Chi, Master of Kung Fu",Marvel Super Heroes,1569,1937,21389.37
656703,Hallowed Fountain,Lorwyn Eclipsed,1567,1893,15730.04
633737,Restoration Magic,FINAL FANTASY,1566,2038,4842.3
525618,"Kutzil, Malamet Exemplar",The Lost Caverns of Ixalan,1565,1842,6545.1
638912,Sacred Foundry,Edge of Eternities,1563,1835,21465.02
689149,Brain Freeze,Secrets of Strixhaven: Mystical Archive,1552,1689,6412.15
696674,Castle Doom,Marvel Super Heroes,1545,3071,4049.45
651332,Norman Osborn,Marvel's Spider-Man,1543,1709,15357.81
556324,Brotherhood Regalia,Universes Beyond: Assassin's Creed,1543,1705,13653.84
553328,Malevolent Rumble,Modern Horizons 3,1540,4635,3156.49
686540,Hardened Academic,Secrets of Strixhaven,1538,2568,1832.59
638910,Breeding Pool,Edge of Eternities,1535,1755,18685.54
688861,Helping Hand,Secrets of Strixhaven: Mystical Archive,1529,2262,785.5
623982,Command Tower,Commander: Tarkir: Dragonstorm,1528,2424,943.24
187181,Kaya's Ghostform,War of the Spark,1527,1770,6897.07
641779,Weftstalker Ardent,Edge of Eternities,1524,2076,3954.45
552859,Springheart Nantuko,Modern Horizons 3,1521,1685,8183.56
552284,Thraben Charm,Modern Horizons 3,1516,3676,2258.19
662801,Abandoned Air Temple,Avatar: The Last Airbender,1514,1805,12387.75
671721,Firdoch Core,Lorwyn Eclipsed,1511,3026,1310.71
688085,Great Hall of the Biblioplex,Secrets of Strixhaven,1509,2748,1888.69
696626,"Ares, God of War",Marvel Super Heroes,1508,2100,1926.12
624152,Swords to Plowshares,Commander: Tarkir: Dragonstorm,1507,2211,3137.42
662547,Ba Sing Se,Avatar: The Last Airbender,1502,1824,9050.84
668462,Doctor Doom,Marvel Super Heroes,1502,1771,7854.71
696663,Red Hulk (Borderless),Marvel Super Heroes,1500,1902,1274.18
671053,Virulent Emissary,Lorwyn Eclipsed,1498,2064,1655.76
688887,Monstrous Rage,Secrets of Strixhaven: Mystical Archive,1498,2323,794.12
633117,The Wind Crystal,FINAL FANTASY,1497,1589,10285.75
686538,"Ral Zarek, Guest Lecturer",Secrets of Strixhaven,1494,1812,9524.35
687675,Exotic Orchard,Commander: Secrets of Strixhaven,1494,2749,1008.92
638911,Godless Shrine,Edge of Eternities,1493,1709,16972.04
696625,"Captain America, Wings of Freedom",Marvel Super Heroes,1481,2182,1388.51
651337,"Electro, Assaulting Battery",Marvel's Spider-Man,1477,1603,9463.41
541278,Priest of Titania,Modern Horizons 3,1477,2516,2364.12
687548,Ohran Frostfang,Commander: Secrets of Strixhaven,1471,1951,9478.31
624049,Sol Ring,Commander: Tarkir: Dragonstorm,1468,2520,4278.8
512663,Impact Tremors,Wilds of Eldraine: Enchanting Tales,1467,1615,5978.0
687438,Land Tax,Commander: Secrets of Strixhaven,1465,1781,25895.59
688886,Crop Rotation,Secrets of Strixhaven: Mystical Archive,1465,1610,6789.02
688919,Pyretic Ritual,Secrets of Strixhaven: Mystical Archive,1465,1565,11796.82
633131,The Fire Crystal,FINAL FANTASY,1459,1558,9808.77
4815,Mystic Remora,Ice Age,1453,1629,14616.86
688935,Royal Treatment,Secrets of Strixhaven: Mystical Archive,1450,2159,744.95
647302,The Soul Stone,Marvel's Spider-Man,1447,1503,138835.12
688971,Skycoach Conductor,Secrets of Strixhaven,1447,2283,1685.82
630862,The Darkness Crystal,FINAL FANTASY,1447,1545,7820.63
688948,Zombify,Secrets of Strixhaven: Mystical Archive,1442,2048,884.72
686628,"Dina, Essence Brewer (Borderless)",Commander: Secrets of Strixhaven,1442,1828,6716.16
662084,Boomerang Basics,Avatar: The Last Airbender,1435,2735,3564.39
689366,Veil of Summer,Secrets of Strixhaven: Mystical Archive,1433,1589,7803.3
689394,Deflecting Palm,Secrets of Strixhaven: Mystical Archive,1432,1551,6186.45
222103,Malakir Rebirth,Zendikar Rising,1432,1568,21826.46
689518,Topiary Lecturer,Secrets of Strixhaven,1432,2261,1050.22
696254,Agent Phil Coulson,Marvel Super Heroes,1432,2083,1302.36
687475,Harmonic Prodigy,Commander: Secrets of Strixhaven,1430,2076,7261.86
696273,"Leader, Super-Genius",Marvel Super Heroes,1429,2061,1587.73
641745,The Eternity Elevator,Edge of Eternities,1429,1827,3767.82
696328,"Thanos, the Mad Titan",Marvel Super Heroes,1424,1681,8712.32
689077,Stirring Hopesinger,Secrets of Strixhaven,1423,2381,1249.68
661938,Avatar's Wrath,Avatar: The Last Airbender,1423,1698,6986.27
616095,Magmakin Artillerist,Aetherdrift,1422,1795,1474.55
559736,Sol Ring,Commander: Bloomburrow,1420,2321,5735.37
590880,Rogue's Passage,Foundations,1420,1889,1545.94
697022,"Hawkeye, Young Avenger",Marvel Super Heroes,1419,2450,1191.92
552176,Basking Broodscale,Modern Horizons 3,1417,2430,1157.85
552872,Nyxborn Hydra,Modern Horizons 3,1415,2642,1297.52
559653,Starscape Cleric,Bloomburrow,1413,2073,2716.76
686541,Withering Curse,Secrets of Strixhaven,1413,1767,4983.74
689054,Vastlands Scavenger,Secrets of Strixhaven,1413,2019,1524.55
696655,"Ironheart, Clever Champion",Marvel Super Heroes,1410,2406,2262.54
591203,Banner of Kinship,Foundations,1410,1574,8959.01
239837,Zuran Orb,Modern Horizons 2,1406,1601,5078.37
673653,"Krang, Utrom Warlord",Teenage Mutant Ninja Turtles,1405,1477,25680.86
240149,Strike It Rich,Modern Horizons 2,1405,1961,5496.77
696275,"Mister Fantastic, Reed Richards",Marvel Super Heroes,1403,3112,1496.16
696314,The Unbeatable Squirrel Girl (Borderless),Marvel Super Heroes,1402,1445,40163.43
529983,Demand Answers,Murders at Karlov Manor,1401,1862,1067.94
687570,"Bitterthorn, Nissa's Animus",Commander: Secrets of Strixhaven,1399,1993,11248.62
499221,Entish Restoration,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,1395,1507,5069.82
164359,Unwind,Dominaria,1391,1745,2530.44
689148,Angel's Grace,Secrets of Strixhaven: Mystical Archive,1390,1529,5905.77
552839,Kozilek's Command,Modern Horizons 3,1389,2136,13192.61
633123,The Water Crystal,FINAL FANTASY,1388,1512,5760.64
696339,"Wolverine, Fierce Fighter (Borderless)",Marvel Super Heroes,1388,1495,10726.8
541272,Windswept Heath,Modern Horizons 3,1384,1690,19673.34
509516,Curiosity,Wilds of Eldraine: Enchanting Tales,1382,1648,2057.28
689078,Fix What's Broken,Secrets of Strixhaven,1380,2054,947.73
697045,Epic Fight,Marvel Super Heroes,1378,2023,1450.61
552646,Waterlogged Teachings,Modern Horizons 3,1377,1824,1262.5
552272,Six,Modern Horizons 3,1370,1465,7442.88
687674,"Emeria, the Sky Ruin",Commander: Secrets of Strixhaven,1370,1783,11476.52
559137,Into the Flood Maw,Bloomburrow,1368,1776,4628.84
651988,"Chameleon, Master of Disguise",Marvel's Spider-Man,1368,2026,3257.86
671525,Wistfulness,Lorwyn Eclipsed,1367,1810,16909.52
687375,Animate Dead,Commander: Secrets of Strixhaven,1366,1821,8734.47
688893,Pick Your Poison,Secrets of Strixhaven: Mystical Archive,1366,2092,821.36
552320,Jet Medallion,Modern Horizons 3,1365,1432,15068.48
240412,Goblin Anarchomancer,Modern Horizons 2,1362,1629,1338.12
671263,"Chimil, the Inner Sun",Commander: Lorwyn Eclipsed,1361,1907,10857.78
687500,Seize the Spoils,Secrets of Strixhaven,1360,2127,1326.34
641728,"Haliya, Guided by Light",Edge of Eternities,1358,1823,4840.06
661801,Origin of Metalbending,Avatar: The Last Airbender,1356,2244,734.89
558380,Thornvault Forager,Bloomburrow,1355,1906,3904.74
553302,Urza's Incubator,Modern Horizons 3,1353,1456,25186.66
562746,Enduring Tenacity,Duskmourn: House of Horror,1352,1422,16929.23
631183,Farewell,Commander: FINAL FANTASY,1352,1510,7507.83
541274,Polluted Delta,Modern Horizons 3,1349,1751,33437.93
688866,Burst Lightning,Secrets of Strixhaven: Mystical Archive,1349,2376,1292.29
199417,Mystic Sanctuary,Throne of Eldraine,1348,1554,2701.92
688725,Pongify,Secrets of Strixhaven: Mystical Archive,1348,1474,4979.36
642791,Swan Song,Commander: Edge of Eternities,1346,1662,13681.02
673616,South Wind Avatar,Teenage Mutant Ninja Turtles,1345,1512,3664.44
696484,"Daredevil, Man Without Fear",Marvel Super Heroes,1344,1785,1326.79
552306,Ruby Medallion,Modern Horizons 3,1342,1516,18321.71
687578,War Room,Commander: Secrets of Strixhaven,1341,2134,6000.44
686545,The Dawning Archaic,Secrets of Strixhaven,1341,1603,3878.77
552649,Legion Leadership,Modern Horizons 3,1341,1999,1673.64
688826,Slumbering Trudge,Secrets of Strixhaven,1339,2260,1008.79
687525,Kami of Whispered Hopes,Commander: Secrets of Strixhaven,1338,1864,5485.41
552286,Sapphire Medallion,Modern Horizons 3,1337,1401,8189.04
534084,Slime Against Humanity,Murders at Karlov Manor,1336,7730,14356.13
668461,Baron Helmut Zemo,Marvel Super Heroes,1335,2649,1882.42
687507,"Gorma, the Gullet (Borderless)",Commander: Secrets of Strixhaven,1334,1523,3989.42
589354,Mossborn Hydra,Foundations,1334,1548,19895.87
687511,"Muddle, the Ever-Changing (Borderless)",Commander: Secrets of Strixhaven,1333,1614,3553.93
696560,Avengers Disassembled,Marvel Super Heroes,1333,3449,4948.77
553280,Molten Gatekeeper,Modern Horizons 3,1333,1957,1036.93
498328,Generous Ent,Universes Beyond: The Lord of the Rings: Tales of Middle-earth,1331,2729,7401.26
541276,Flooded Strand,Modern Horizons 3,1331,1668,25288.58
631607,Starting Town,FINAL FANTASY,1330,1678,18459.22
458224,Snap,Dominaria Remastered,1330,1594,5464.21
541277,Wooded Foothills,Modern Horizons 3,1330,1621,27216.12
696585,Avengers Tower (Borderless),Marvel Super Heroes,1329,1916,1250.38
696549,Pym Particles,Marvel Super Heroes,1329,2688,1429.07
590879,Scrawling Crawler,Foundations,1328,1425,8496.06
524416,Spelunking,The Lost Caverns of Ixalan,1327,1540,6173.81
687413,Ghostly Prison,Commander: Secrets of Strixhaven,1325,1859,8387.09
641734,Quantum Riddler,Edge of Eternities,1322,1862,65347.76
689087,Vicious Rivalry,Secrets of Strixhaven,1322,2113,1225.22
630905,Wastes,FINAL FANTASY,1321,4073,5691.43
687436,Terramorphic Expanse,Secrets of Strixhaven,1320,2762,3010.1
660740,Secret Tunnel,Avatar: The Last Airbender,1320,1520,4331.42
696305,The Scarlet Witch (Borderless),Marvel Super Heroes,1319,1381,11460.33
638905,"Tannuk, Memorial Ensign",Edge of Eternities,1318,1609,904.2
71021,Gray Merchant of Asphodel,Theros,1313,2045,2106.61
679638,Undergrowth Stadium,Commander: Teenage Mutant Ninja Turtles,1309,1510,8232.74
660570,Badgermole Cub,Avatar: The Last Airbender,1308,1574,85413.69
541275,Bloodstained Mire,Modern Horizons 3,1308,1754,31099.03
679620,City of Brass,Commander: Teenage Mutant Ninja Turtles,1307,1670,16132.87
559634,Honored Dreyleader,Bloomburrow,1307,1899,915.74
631261,Exotic Orchard,Commander: FINAL FANTASY,1306,2154,828.11
671244,"Selvala, Heart of the Wilds",Commander: Lorwyn Eclipsed,1305,1728,5925.43
687584,Three Visits,Commander: Secrets of Strixhaven,1305,1612,8779.92
235947,Tend the Pests,Strixhaven: School of Mages,1305,1579,1605.21
687611,Lightning Greaves,Commander: Secrets of Strixhaven,1305,1650,7362.58
687493,Teacher's Pest,Secrets of Strixhaven,1304,2007,3316.18
673569,"Michelangelo, Weirdness to 11",Teenage Mutant Ninja Turtles,1304,1446,5785.97
552727,Shifting Woodland,Modern Horizons 3,1304,1532,7058.79
686620,Wisdom of Ages,Secrets of Strixhaven,1303,1680,795.62
689060,"Blech, Loafing Pest (Borderless)",Secrets of Strixhaven,1298,1386,5182.61
541273,Psychic Frog,Modern Horizons 3,1295,1875,9447.23
618858,Jumbo Cactuar,FINAL FANTASY,1295,1418,9631.17
239695,Scurry Oak,Modern Horizons 2,1295,1536,2806.91
686526,Bogwater Lumaret,Secrets of Strixhaven,1295,1990,683.63
688910,Dismember,Secrets of Strixhaven: Mystical Archive,1293,1462,4294.29
638916,Island (0263) (Borderless),Edge of Eternities,1288,3445,4946.23
668473,Doom Reigns Supreme,Marvel Super Heroes,1287,1917,1975.93
552173,Echoes of Eternity,Modern Horizons 3,1287,2303,3767.98
687543,Nature's Lore,Commander: Secrets of Strixhaven,1285,1845,4656.31
671172,Springleaf Parade,Commander: Lorwyn Eclipsed,1284,2024,16443.85
638918,Mountain (0265) (Borderless),Edge of Eternities,1283,3615,6429.32
662109,Earthbender Ascension,Avatar: The Last Airbender,1283,1662,5360.59
52170,Moonmist,Innistrad,1282,2100,3990.03
552815,Dreamtide Whale,Modern Horizons 3,1280,1491,3310.01
686531,Colorstorm Stallion,Secrets of Strixhaven,1279,2002,2471.92
499562,Arcane Signet,Commander: The Lord of the Rings: Tales of Middle-earth,1279,2345,1678.77
687400,Drumbellower,Commander: Secrets of Strixhaven,1276,1925,5306.91
696255,Avengers Assemble!,Marvel Super Heroes,1276,1563,2012.2
689477,Pox Plague,Secrets of Strixhaven,1275,1623,755.04
688974,Wildgrowth Archaic,Secrets of Strixhaven,1273,2160,1099.4
578877,Sheltered by Ghosts,Duskmourn: House of Horror,1271,2245,5107.1
553312,Branching Evolution,Modern Horizons 3,1270,1314,7708.74
679576,"Irma, Part-Time Mutant",Commander: Teenage Mutant Ninja Turtles,1269,1712,9064.91
661887,Price of Freedom,Avatar: The Last Airbender,1268,3082,1598.37
687521,Hardened Scales,Commander: Secrets of Strixhaven,1268,1796,3969.3
696988,Kid Loki,Marvel Super Heroes,1266,2052,1029.99
696285,"Loki, God of Mischief (Borderless)",Marvel Super Heroes,1264,1600,16268.41
226624,Fyndhorn Elves,Commander Legends,1264,1599,5160.91
687417,Blasphemous Act,Commander: Secrets of Strixhaven,1260,2026,1994.21
688955,Stargaze,Secrets of Strixhaven: Mystical Archive,1260,1717,648.76
668472,"Attuma, Atlantean Warlord",Marvel Super Heroes,1257,1685,1082.42
696551,Super Intelligence,Marvel Super Heroes,1254,2789,1399.13
696578,"Storm, Windrider (Borderless)",Marvel Super Heroes,1253,1329,5449.61
576881,Grab the Prize,Duskmourn: House of Horror,1251,2830,2112.2
621158,"Green Goblin, Nemesis (Borderless)",Marvel's Spider-Man: Eternal-Legal,1250,1433,11367.87
668454,The Coming of Galactus,Marvel Super Heroes,1249,1666,4424.3
