name,units,tcgplayer,cardkingdom,manapool
Drift of Phantasms,1,0.25,0.79,0.23
Lightning Helix,2,0.25,0.39,0.15
Stalactite Dagger,1,0.26,0.35,0.15
Gingerbrute,2,0.26,0.69,0.2
Reap and Sow,1,0.26,0.35,0.18
"Felothar, Dawn of the Abzan",1,0.26,0.49,0.19
Iron-Shield Elf,4,0.26,0.35,0.15
Peregrine Drake,1,0.26,0.79,0.15
Consign // Oblivion,1,0.26,0.35,0.15
Skyclave Apparition,2,0.26,0.59,0.15
Origin of Metalbending,2,0.27,0.35,0.15
Impractical Joke,5,0.27,0.35,0.15
Lost in the Maze,2,0.27,0.49,0.15
Escape Tunnel,6,0.27,0.35,0.15
Bounce Off,4,0.27,0.35,0.15
Ancient Vendetta,4,0.27,0.35,0.15
"Quicksilver, Brash Blur",5,0.27,0.49,0.15
Prismari Charm,8,0.27,0.35,0.15
Liberated Dwarf,1,0.27,0.35,0.19
Llanowar Elves,19,0.27,0.69,0.23
"Malcolm, Keen-Eyed Navigator",1,0.27,0.49,0.15
Key to the City,1,0.27,0.49,0.15
Secluded Courtyard,4,0.28,0.39,0.15
Vibrant Outburst,1,0.28,0.35,0.15
Battlefield Forge,1,0.28,0.69,0.15
Mind Stone,1,0.28,0.79,0.26
Omni-Changeling,1,0.28,0.35,0.15
Stitcher's Supplier,1,0.28,0.79,0.15
Gumdrop Poisoner,1,0.28,0.49,0.15
Loyal Apprentice,1,0.28,0.49,0.19
Grapeshot,1,0.28,0.69,0.15
Dwarven Grunt,1,0.28,0.39,0.25
Barbarian Ring,1,0.28,0.49,0.15
Strangleroot Geist,1,0.28,0.35,0.15
Trickery Charm,1,0.28,0.59,0.19
Swamp,46,0.28,0.49,0.15
The Huntsman's Redemption,4,0.29,0.49,0.27
"Zhao, the Moon Slayer",2,0.29,0.49,0.15
Zoyowa's Justice,1,0.29,0.35,0.15
Kishla Village,1,0.29,0.49,0.15
Full Bore,4,0.29,0.35,0.15
Tax Collector,1,0.29,0.59,0.15
Bloodfire Dwarf,1,0.29,0.39,0.22
Retraction Helix,1,0.29,0.35,0.15
Skirge Familiar,1,0.29,0.99,0.15
Hidden Strings,1,0.3,0.59,0.15
Iroh's Demonstration,3,0.3,0.35,0.15
Meltstrider's Resolve,6,0.3,0.39,0.15
Mirage Mirror,1,0.3,0.49,0.15
Dredger's Insight,4,0.3,0.99,0.15
Volatile Fault,1,0.3,0.35,0.15
Promising Vein,1,0.3,0.35,0.15
Opulent Palace,1,0.3,0.69,0.15
Rakshasa's Bargain,4,0.3,0.35,0.15
Stingerback Terror,2,0.3,0.49,0.15
Reckless Handling,1,0.3,0.59,0.15
Sleight of Hand,8,0.3,0.35,0.15
Divergent Transformations,1,0.31,0.69,0.32
Transmogrify,1,0.31,0.49,0.17
Tavern Scoundrel,1,0.31,0.35,0.15
Shivan Reef,1,0.31,0.79,0.28
Talisman of Progress,1,0.31,0.99,0.27
No More Lies,6,0.31,0.79,0.15
Dispel,5,0.31,0.39,0.18
Abandon Attachments,9,0.31,0.49,0.15
Conduit Pylons,1,0.31,0.69,0.15
Sear,13,0.31,0.35,0.15
Havenwood Battleground,1,0.32,0.79,0.37
"Chainer, Dementia Master",1,0.32,0.49,0.15
Chaos Warp,1,0.32,0.79,0.29
"Vaan, Street Thief",1,0.32,0.49,0.15
Starfield Shepherd,4,0.32,0.69,0.15
Siren Stormtamer,1,0.32,1.29,0.32
Skycoach Conductor,4,0.32,0.49,0.15
Vision Quest,1,0.32,0.49,0.15
Anointed Peacekeeper,1,0.32,0.49,0.15
Gran-Gran,12,0.32,0.35,0.15
Together as One,1,0.32,0.49,0.15
"Mister Fantastic, Reed Richards",1,0.32,0.39,0.15
Confounding Conundrum,1,0.32,0.49,0.15
Sylvan Scrying,1,0.32,0.59,0.15
"Lena, Selfless Champion",1,0.33,1.29,0.31
Requisition Raid,2,0.33,0.35,0.15
Enslaved Dwarf,1,0.33,0.35,0.18
Unlicensed Hearse,1,0.33,0.99,0.15
Ill-Timed Explosion,7,0.33,0.49,0.15
"Smellerbee, Rebel Fighter",1,0.33,0.69,0.2
Hired Claw,4,0.33,0.69,0.15
Broadside Barrage,1,0.33,0.59,0.15
Get Out,3,0.34,0.49,0.15
Daydream,4,0.34,0.35,0.15
March of Wretched Sorrow,1,0.34,0.49,0.15
Extravagant Replication,1,0.34,0.69,0.15
Bitter Triumph,9,0.34,0.35,0.15
Rosie Cotton of South Lane,1,0.34,0.39,0.15
Accumulate Wisdom,12,0.34,0.69,0.15
Dwarven Trader,1,0.34,0.39,0.15
Yavimaya Coast,2,0.34,0.99,0.28
Survivors' Encampment,1,0.34,1.49,0.48
Springleaf Drum,14,0.35,0.99,0.26
The Mycosynth Gardens,2,0.35,0.99,0.35
Nova Hellkite,4,0.35,0.49,0.15
Asmodeus the Archfiend,1,0.35,0.49,0.15
Roaring Furnace // Steaming Sauna,1,0.35,0.49,0.15
Faerie Seer,1,0.35,0.69,0.26
Greedy Freebooter,1,0.35,0.79,0.15
Slagstorm,3,0.35,0.69,0.25
Plains,25,0.36,0.49,0.19
Ioreth of the Healing House,1,0.36,0.79,0.15
Prized Statue,1,0.36,0.79,0.29
Sage of the Skies,4,0.36,0.69,0.31
Spyglass Siren,3,0.36,0.35,0.15
Aqueous Form,1,0.37,0.99,0.32
Final Parting,1,0.37,0.59,0.38
Lifecraft Engine,1,0.37,0.49,0.15
Devoted Druid,2,0.37,0.99,0.37
Firdoch Core,1,0.37,0.39,0.15
Crippling Fear,1,0.37,1.29,0.26
Hearth Elemental,4,0.37,0.69,0.15
Shoot the Sheriff,8,0.38,0.99,0.15
Buried Ruin,1,0.38,0.99,0.38
Faeburrow Elder,1,0.38,0.99,0.34
Skullsnatcher,1,0.38,0.49,0.15
Vile Entomber,1,0.38,0.79,0.15
Pit of Offerings,4,0.38,0.59,0.23
Rockface Village,3,0.38,0.35,0.15
Cori Mountain Monastery,3,0.39,2.79,0.8200000000000001
Sevinne's Reclamation,7,0.39,0.99,0.15
Fatal Push,1,0.39,0.99,0.15
Awaken the Honored Dead,4,0.39,0.79,0.4
Elvish Mystic,2,0.39,1.29,0.26
Pithing Needle,1,0.39,0.79,0.34
Talisman of Curiosity,1,0.39,0.99,0.2
Mothdust Changeling,1,0.39,1.49,0.2
Burnout Bashtronaut,4,0.39,0.69,0.15
Glen Elendra Guardian,2,0.4,0.49,0.15
Outrageous Robbery,2,0.4,0.79,0.25
Restless Vinestalk,1,0.4,0.69,0.15
Displacement Wave,1,0.4,0.79,0.32
Inevitable Defeat,6,0.4,0.79,0.2
Louisoix's Sacrifice,1,0.4,0.49,0.15
Deadly Cover-Up,11,0.4,0.79,0.21
Mountain,35,0.4,0.49,0.31
Hardened Academic,4,0.4,0.49,0.15
Momentum Breaker,2,0.4,0.39,0.15
"Sandman, Shifting Scoundrel",1,0.4,0.49,0.15
Dream Beavers,6,0.4,0.35,0.15
Talisman of Hierarchy,1,0.41,1.49,0.4
Floodpits Drowner,8,0.41,0.69,0.15
Ricochet Trap,1,0.41,0.49,0.2
"Casey Jones, Back Alley Brute",1,0.41,0.69,0.15
Avacyn's Pilgrim,3,0.41,1.49,0.34
Signal Pest,1,0.42,0.99,0.32
Cut Down,1,0.42,0.79,0.18
Island,49,0.42,0.49,0.15
Spell Snare,6,0.42,0.79,0.15
Reckless Fireweaver,1,0.43,1.29,0.2
Ornithopter of Paradise,1,0.43,1.29,0.2
Ghost Quarter,1,0.43,1.29,0.42
"Abigale, Eloquent First-Year",1,0.43,0.49,0.15
Return the Favor,2,0.43,0.39,0.15
Archmage Emeritus,1,0.44,1.79,0.46
"Tam, Mindful First-Year",1,0.44,0.59,0.15
Snapback,4,0.44,0.99,0.3
"Lavinia, Azorius Renegade",1,0.44,0.99,0.39
Gudul Lurker,1,0.44,1.29,0.41
Dramatic Reversal,3,0.44,0.99,0.26
Molten Disaster,1,0.44,0.99,0.32
"Momo, Friendly Flier",4,0.44,0.69,0.15
Eclipsed Realms,1,0.45,0.99,0.15
"Thalia, Guardian of Thraben",1,0.45,0.49,0.36
"Hawkeye, Master Marksman",2,0.45,0.49,0.15
Seam Rip,7,0.45,0.99,0.15
Goblin Rabblemaster,1,0.45,1.49,0.36
Requiting Hex,23,0.45,0.99,0.15
Arcane Signet,19,0.46,0.99,0.46
"Surrak, Elusive Hunter",9,0.46,0.99,0.5
Ominous Harvest,1,0.46,0.49,0.15
Forest,44,0.47,0.49,0.25
Preordain,1,0.47,1.29,0.53
Llanowar Wastes,1,0.47,1.29,0.51
Colossal Skyturtle,1,0.48,0.69,0.31
Marauding Mako,3,0.49,1.29,0.35
Price of Freedom,8,0.49,1.79,0.15
Werefox Bodyguard,1,0.49,0.59,0.16
Culling Ritual,3,0.49,0.59,0.26
Battered Golem,1,0.49,0.69,0.22
Metallic Mimic,1,0.5,1.29,0.36
Blood Pet,1,0.51,1.49,0.37
Bringer of the Last Gift,4,0.51,0.59,0.26
Colorstorm Stallion,10,0.51,0.49,0.15
Nowhere to Run,6,0.51,0.79,0.15
Reality Scramble,1,0.51,0.79,0.31
Leyline of the Void,1,0.52,1.79,0.51
Sire of Insanity,1,0.52,0.79,0.39
Pawpatch Recruit,7,0.53,0.99,0.17
Patrol Signaler,1,0.53,0.79,0.21
Infernal Plunge,5,0.54,0.69,0.4
Ashling's Command,1,0.54,0.99,0.26
Soulstone Sanctuary,5,0.55,0.99,0.17
Deserted Temple,1,0.57,1.29,0.23
The Jolly Balloon Man,1,0.57,0.99,0.56
Universal Automaton,2,0.57,0.99,0.41
Traumatic Critique,5,0.58,0.49,0.15
"Lukka, Coppercoat Outcast",1,0.58,0.99,0.47
Trophy Mage,1,0.59,1.79,0.51
Waterlogged Grove,1,0.6,1.79,0.65
Smuggler's Copter,1,0.6,1.49,0.45
"Rionya, Fire Dancer",1,0.61,0.49,0.2
Shadow of Mortality,1,0.61,1.29,0.2
Eidolon of Rhetoric,2,0.62,1.29,0.45
Arid Archway,1,0.62,1.29,0.59
Aven Mindcensor,1,0.62,0.79,0.47
Echoing Deeps,1,0.64,0.99,0.27
Bloodghast,4,0.65,0.99,0.51
Boomerang Basics,7,0.67,1.29,0.15
God-Pharaoh's Statue,1,0.67,1.49,0.52
Autumn's Veil,1,0.67,0.69,0.29
Starscape Cleric,2,0.68,1.79,0.38
Curiosity,2,0.69,1.79,0.52
"Magda, the Hoardmaster",1,0.69,1.79,0.15
Seat of the Synod,1,0.7,1.79,0.5
Weftstalker Ardent,1,0.7,2.29,0.41
Neoform,1,0.73,0.99,0.15
Great Hall of the Biblioplex,18,0.74,0.49,0.15
Blasphemous Act,1,0.75,2.29,0.71
Damping Sphere,3,0.75,1.29,0.6
Fellwar Stone,7,0.75,1.79,0.66
Petrified Hamlet,5,0.76,0.49,0.15
Lightning Bolt,3,0.78,1.99,0.63
"K'rrik, Son of Yawgmoth",1,0.78,1.49,0.32
Spirit of the Labyrinth,1,0.78,0.79,0.43
"Cecil, Dark Knight",3,0.78,0.79,0.15
"Hammerhead, Maggia Boss",1,0.79,0.79,0.48
Snow-Covered Mountain,1,0.81,0.99,0.72
Combat Celebrant,1,0.81,2.29,0.8300000000000001
Buried Alive,1,0.81,1.99,0.35
Hydroelectric Specimen,1,0.82,1.79,0.52
Esper Origins,2,0.82,0.79,0.22
"Moseo, Vein's New Dean",1,0.82,0.49,0.2
"Oko, Lorwyn Liege",1,0.83,0.99,0.33
"Kavaron, Memorial World",5,0.83,1.99,1.26
Strategic Betrayal,12,0.83,0.79,0.15
Aftermath Analyst,1,0.84,1.29,0.61
Talisman of Indulgence,3,0.85,2.79,0.89
Practiced Offense,16,0.86,2.29,0.72
Talisman of Dominance,3,0.87,2.49,0.86
Tandem Lookout,1,0.87,1.29,0.72
"Leatherhead, Swamp Stalker",7,0.89,0.79,0.15
Rest in Peace,12,0.89,1.79,0.16
Oath of Teferi,1,0.9,0.79,0.43
Patrolling Peacemaker,1,0.9,0.99,0.78
Boggart Trawler,1,0.91,2.29,0.68
Doomsday Excruciator,4,0.91,0.99,0.2
Day of Judgment,4,0.91,1.29,0.26
Gray Merchant of Asphodel,1,0.91,2.29,0.67
Dreamroot Cascade,5,0.92,1.49,0.67
Ertai Resurrected,1,0.93,1.29,0.71
Sundering Eruption,1,0.94,1.99,0.87
Concealed Courtyard,3,0.95,1.99,0.76
Emberheart Challenger,4,0.96,1.79,0.28
Fabled Passage,11,0.96,1.49,0.92
"Leonardo, Cutting Edge",1,0.97,1.29,0.3
Touch the Spirit Realm,4,0.97,1.29,0.64
"Ashling, Rekindled",8,0.98,0.99,0.45
Fire Magic,4,0.98,1.29,0.15
Ignoble Hierarch,2,0.98,2.29,1.02
Relic of Legends,4,0.99,1.99,0.72
Gravecrawler,1,1.0,1.99,0.7000000000000001
Sazh's Chocobo,8,1.0,0.49,0.15
Lumbering Worldwagon,1,1.0,1.29,0.2
Treasure Vault,1,1.03,2.49,1.04
Incubation Druid,1,1.03,1.79,0.97
Path to Exile,2,1.04,2.49,1.11
Cursed Totem,4,1.04,1.49,0.88
Snow-Covered Swamp,2,1.04,0.79,0.39
"Carnage, Crimson Chaos",2,1.05,2.29,1.21
Urza's Cave,1,1.05,2.29,0.52
"Ardyn, the Usurper",2,1.05,1.29,0.33
Underground River,2,1.06,3.99,1.63
Stock Up,27,1.06,0.99,0.43
Sulfurous Springs,1,1.06,2.29,1.17
Blood Celebrant,1,1.06,0.99,0.43
Avengers Disassembled,9,1.07,3.49,0.5
Snow-Covered Forest,4,1.08,1.49,0.72
Day of Black Sun,7,1.08,1.49,0.3
Shadow of the Goblin,1,1.09,1.49,0.23
Nature's Claim,1,1.1,1.29,0.64
Agna Qel'a,1,1.11,1.79,0.87
"Mai, Scornful Striker",1,1.12,1.79,0.19
Glen Elendra's Answer,1,1.12,0.99,0.46
Sheltered by Ghosts,6,1.12,2.99,1.08
"Veyran, Voice of Duality",1,1.13,4.49,0.9
Thousand-Year Storm,1,1.14,1.49,0.46
Preacher of the Schism,1,1.14,1.49,0.9
Sapling Nursery,4,1.16,1.79,0.28
Swords to Plowshares,6,1.17,2.29,1.53
Insidious Roots,1,1.2,2.79,0.88
Adaptive Automaton,1,1.21,2.29,0.6900000000000001
Mistblade Shinobi,1,1.22,1.79,0.65
Eternal Witness,3,1.24,1.49,1.26
Maskwood Nexus,1,1.24,1.99,1.13
Oildeep Gearhulk,3,1.25,1.99,0.48
Notion Thief,1,1.27,2.49,1.3
Daze,3,1.27,2.29,0.87
Slaughter Pact,1,1.28,1.99,1.22
Storm-Kiln Artist,4,1.3,2.29,1.33
Sol Ring,25,1.33,2.49,1.43
"Ashiok, Dream Render",1,1.33,1.29,0.61
Shattered Sanctum,5,1.35,2.79,0.92
Brainstorm,2,1.37,2.49,1.71
Airbender Ascension,2,1.38,2.29,0.52
Centaur Garden,1,1.38,1.49,0.89
Leyline of Abundance,1,1.39,1.49,0.93
Altar of the Wretched,1,1.39,2.99,4.68
Burnt Offering,1,1.41,1.29,0.77
Persist,1,1.42,1.79,0.76
Expedition Map,2,1.42,3.99,1.0
Disruptor Flute,1,1.43,2.99,0.9
Peter Parker's Camera,1,1.43,1.99,0.91
Manifold Key,1,1.45,2.29,1.09
Soot Imp,1,1.45,1.49,1.11
Botanical Sanctum,1,1.45,2.49,1.11
Mightform Harmonizer,8,1.45,2.79,1.04
Heartless Summoning,1,1.47,2.79,1.22
Blue Elemental Blast,1,1.49,1.29,0.59
Qarsi Revenant,9,1.49,2.79,1.55
Surgical Extraction,1,1.49,3.49,0.78
Sanctum Prelate,1,1.5,1.29,0.7000000000000001
Saheeli Rai,1,1.51,2.29,1.26
Flare of Duplication,6,1.52,2.29,1.03
North Wind Avatar,2,1.52,1.79,0.43
Eddymurk Crab,8,1.52,1.99,0.48
Pinnacle Monk,1,1.55,3.49,1.32
Knight of the Reliquary,1,1.55,1.99,1.42
Ponder,1,1.56,4.49,2.02
Sculpting Steel,1,1.56,3.99,2.6
Sunderflock,8,1.56,2.29,1.03
Fyndhorn Elves,3,1.57,3.99,2.06
Withering Curse,3,1.57,1.29,0.6
Virulent Emissary,1,1.58,1.79,0.15
Dragon's Rage Channeler,1,1.58,1.49,0.77
Abrupt Decay,2,1.58,2.29,1.04
The Unagi of Kyoshi Island,4,1.58,2.49,0.71
Wishclaw Talisman,11,1.58,3.99,2.04
Marang River Regent,9,1.59,2.79,2.22
Geier Reach Sanitarium,1,1.6,3.99,2.05
"Haliya, Guided by Light",2,1.6,4.99,1.65
Biomancer's Familiar,2,1.61,2.99,1.09
Carpet of Flowers,1,1.62,3.49,1.5
Spider-Sense,11,1.62,2.79,1.03
Split Up,2,1.63,2.49,1.71
Shred Memory,1,1.64,0.79,0.36
Warden of the Grove,1,1.64,2.99,1.7
Winternight Stories,11,1.64,2.29,0.73
Keen-Eyed Curator,4,1.65,1.49,0.2
Muddle the Mixture,1,1.66,2.99,1.65
Pyrokinesis,1,1.66,3.49,2.08
"Gogo, Mysterious Mime",1,1.69,2.79,1.5
Changeling Outcast,1,1.71,1.49,1.45
Strix Serenade,1,1.71,2.79,0.51
Talisman of Creativity,1,1.71,3.49,1.7
Copy Enchantment,2,1.72,2.49,0.8200000000000001
Resonating Lute,1,1.73,1.49,1.35
Flow State,7,1.73,2.99,0.93
Sowing Mycospawn,1,1.73,2.49,1.03
Phyrexian Walker,1,1.75,2.79,0.8300000000000001
Tinder Wall,1,1.76,0.99,0.5
Snow-Covered Island,1,1.78,2.99,2.06
Restless Cottage,2,1.79,1.99,1.08
"Krark, the Thumbless",1,1.79,1.99,1.04
Inspiring Vantage,2,1.8,3.99,1.64
Stormcarved Coast,9,1.84,3.99,1.91
Blinkmoth Nexus,1,1.87,2.49,1.03
Sundown Pass,6,1.89,2.99,1.58
Archon of Emeria,2,1.91,2.49,1.96
Thousand-Faced Shadow,1,1.92,3.99,1.8
Earthbender Ascension,8,1.93,3.49,1.64
"Tyvar, Jubilant Brawler",2,1.93,1.99,1.04
Mishra's Bauble,1,1.94,3.49,1.82
Lively Dirge,1,1.95,2.99,1.76
Tablet of Discovery,23,1.95,1.99,0.96
Deathcap Glade,8,1.95,2.79,1.92
Ghostly Pilferer,1,1.97,4.49,1.92
Restoration Magic,1,2.06,2.79,1.25
Clarion Conqueror,4,2.06,3.99,2.71
Galvanic Blast,1,2.08,2.99,2.18
Gathering Place,4,2.1,4.49,2.3000000000000003
Flare of Malice,1,2.11,2.99,1.01
Lotus Field,1,2.11,3.99,2.04
Great Furnace,4,2.12,3.99,2.66
Oboro Breezecaller,2,2.12,0.99,0.96
Deafening Silence,2,2.12,1.79,1.02
Narset's Reversal,1,2.13,3.99,2.04
Mirrorpool,1,2.17,4.49,1.3
Tishana's Tidebinder,2,2.17,3.99,1.72
Blooming Marsh,4,2.17,4.99,2.03
Sunspine Lynx,5,2.18,2.79,1.11
The Last Agni Kai,1,2.2,3.49,1.25
Restless Reef,8,2.22,2.29,1.21
"Aang, Swift Savior",6,2.24,3.99,1.86
Vexing Bauble,9,2.24,4.49,2.01
Goblin Bombardment,1,2.25,3.99,2.34
Into the Flood Maw,10,2.34,3.99,1.87
"Rograkh, Son of Rohgahh",4,2.35,2.99,2.08
Mirrormade,5,2.35,3.49,1.72
Ruthless Technomancer,1,2.35,5.49,2.43
Consult the Star Charts,11,2.36,5.49,2.49
Virtue of Courage,1,2.38,7.99,3.94
Vesuva,1,2.38,4.99,2.17
Phyrexian Metamorph,3,2.42,3.99,2.43
"Sokenzan, Crucible of Defiance",2,2.42,6.99,3.84
Bolt Bend,1,2.43,4.99,2.81
Horizon Explorer,1,2.49,2.99,2.34
Commandeer,7,2.51,4.49,1.8
Superior Spider-Man,8,2.51,2.99,1.49
An Offer You Can't Refuse,11,2.51,4.49,2.6
Spark Mage,1,2.52,3.49,2.07
"Sisay, Weatherlight Captain",1,2.53,2.49,1.9
Clever Impersonator,3,2.53,4.99,2.44
Curse of Opulence,1,2.55,4.49,3.19
Necrodominance,4,2.55,4.99,1.8
"Magda, Brazen Outlaw",4,2.57,3.49,2.7
Famished Worldsire,1,2.6,4.49,2.08
Dizzy Spell,2,2.63,2.49,1.21
"Aminatou, the Fateshifter",1,2.64,3.99,2.88
Waste Land,1,2.64,3.49,4.83
Ainok Strike Leader,1,2.64,4.49,2.22
Angel's Grace,3,2.65,3.99,2.56
Baleful Mastery,1,2.65,2.99,2.62
Elves of Deep Shadow,2,2.66,3.99,2.27
Vial Smasher the Fierce,1,2.71,2.79,1.35
Dark Petition,1,2.72,6.49,2.22
Necrotic Ooze,1,2.76,3.49,2.26
Strike It Rich,1,2.77,2.79,2.49
"Lindblum, Industrial Regency",6,2.81,3.99,2.08
Throat Slitter,1,2.81,2.99,2.28
Temporal Trespass,1,2.81,4.99,2.54
Gush,1,2.87,7.49,2.96
Unmarked Grave,1,2.89,3.99,2.58
Grafdigger's Cage,4,2.89,4.49,1.96
Simian Spirit Guide,14,2.89,4.49,3.21
Fell the Profane,1,2.95,5.99,2.96
Memnite,3,2.98,2.79,1.01
Hazel's Brewmaster,1,2.98,3.99,1.75
"Marvin, Murderous Mimic",2,2.99,4.99,2.52
"Tayam, Luminous Enigma",1,3.01,9.49,2.37
Hope of Ghirapur,2,3.02,2.79,2.31
Elvish Spirit Guide,6,3.04,2.49,2.61
Soulless Jailer,1,3.06,2.29,1.12
Aven Interrupter,7,3.06,4.49,2.64
Howlsquad Heavy,1,3.07,4.49,1.45
Echocasting Symposium,1,3.13,4.49,2.85
Dismember,2,3.13,4.49,2.03
Deceit,12,3.14,8.49,2.59
"Teferi, Who Slows the Sunset",1,3.16,5.99,3.23
Avatar's Wrath,3,3.18,5.99,2.95
Felidar Guardian,1,3.18,1.99,1.38
"Skrelv, Defector Mite",1,3.18,5.49,5.47
Harmonic Prodigy,1,3.2,5.49,2.08
Brain Freeze,9,3.24,4.99,2.8000000000000003
Peer into the Abyss,2,3.25,3.99,2.81
Veil of Summer,3,3.25,6.49,2.88
Vibrance,4,3.25,7.49,2.61
Mockingbird,11,3.26,4.99,2.95
Snap,3,3.29,4.49,3.06
Crop Rotation,5,3.3,3.49,3.23
Dark Ritual,15,3.32,4.49,1.56
From the Ashes,1,3.33,2.79,1.55
Ba Sing Se,9,3.34,6.99,3.58
Doomsday,1,3.36,5.49,2.94
Legion Extruder,1,3.37,4.99,2.89
Gemstone Mine,4,3.43,4.99,2.6
Red Elemental Blast,11,3.44,4.99,2.96
Aether Vial,1,3.45,3.49,3.25
"Yuriko, the Tiger's Shadow",1,3.45,3.99,3.16
Valley Floodcaller,12,3.46,5.49,3.43
Collector Ouphe,1,3.46,3.49,1.96
Witch Enchanter,1,3.48,6.49,3.26
Obliterate,1,3.51,3.99,2.96
Hidden Lair,5,3.52,5.49,3.46
Eldritch Evolution,2,3.52,5.99,3.11
Dryad Arbor,2,3.55,3.99,2.31
Basalt Monolith,2,3.58,5.99,2.78
Toxic Deluge,4,3.62,6.49,3.37
"Braids, Arisen Nightmare",1,3.64,5.49,4.2700000000000005
Swift Reconfiguration,2,3.65,5.49,4.16
Get Lost,2,3.66,5.49,3.06
Needleverge Pathway,1,3.69,4.99,4.04
Kessig Flamebreather,1,3.71,5.49,3.53
Endurance,2,3.73,6.99,3.61
Flashback,4,3.73,6.99,3.12
Voltaic Key,1,3.73,5.99,2.6
Rejuvenating Springs,1,3.74,6.49,3.75
Flare of Denial,1,3.77,5.49,3.01
Thran Dynamo,1,3.79,6.49,4.11
Submerge,1,3.79,4.99,3.13
Mutavault,1,3.8,6.99,4.05
